isbn,isbn13,isbn10,title,author,authors,category,categories,publisher,year,published_year,description,keywords,language,availability,availability_status,copies,copies_available,total_copies,copies_total,borrowed_count,expected_return,expected_return_date,shelf,shelf_location,popularity_score,difficulty_level,target_audience,table_of_contents,average_rating,ratings_count,source,semantic_text,combined
9789310000842,9789310000842,8100000842,Cloud Computer Networks: Switching Casebook 39,S. Iyer,S. Iyer,Computer Networks,Computer Networks,Oxford University Press,2024,2024,"Cloud Computer Networks: Switching Casebook 39 is designed for college library users studying Computer Networks. It explains TCP/IP, routing, and switching with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Computer Networks; switching; TCP/IP; routing; switching; protocols; network security,English,Available,Available,3,3,4,4,11,,,C-03-3,C-03-3,0.59,Intermediate,CSE students; ECE students; network engineers,Introduction to Computer Networks; Core concepts in switching; Tools and methods for routing; Solved examples; Mini project and assessment questions,4.0,5724,books.csv,"Cloud Computer Networks: Switching Casebook 39 S. Iyer Computer Networks Cloud Computer Networks: Switching Casebook 39 is designed for college library users studying Computer Networks. It explains TCP/IP, routing, and switching with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Computer Networks; switching; TCP/IP; routing; switching; protocols; network security","Cloud Computer Networks: Switching Casebook 39 S. Iyer Computer Networks Cloud Computer Networks: Switching Casebook 39 is designed for college library users studying Computer Networks. It explains TCP/IP, routing, and switching with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Computer Networks; switching; TCP/IP; routing; switching; protocols; network security"
9789310000843,9789310000843,8100000843,Systems Operating Systems: Scheduling Casebook 39,Meera Nair,Meera Nair,Operating Systems,Operating Systems,Cambridge University Press,2025,2025,"Systems Operating Systems: Scheduling Casebook 39 is designed for college library users studying Operating Systems. It explains processes, memory management, and file systems with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Operating Systems; scheduling; processes; memory management; file systems; scheduling; Linux,English,Available,Available,4,4,5,5,12,,,D-04-4,D-04-4,0.76,Advanced,CSE students; systems programmers; exam preparation students,Introduction to Operating Systems; Core concepts in scheduling; Tools and methods for memory management; Solved examples; Mini project and assessment questions,4.7,5821,books.csv,"Systems Operating Systems: Scheduling Casebook 39 Meera Nair Operating Systems Systems Operating Systems: Scheduling Casebook 39 is designed for college library users studying Operating Systems. It explains processes, memory management, and file systems with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Operating Systems; scheduling; processes; memory management; file systems; scheduling; Linux","Systems Operating Systems: Scheduling Casebook 39 Meera Nair Operating Systems Systems Operating Systems: Scheduling Casebook 39 is designed for college library users studying Operating Systems. It explains processes, memory management, and file systems with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Operating Systems; scheduling; processes; memory management; file systems; scheduling; Linux"
9789310000844,9789310000844,8100000844,Testing Software Engineering: Project Management Casebook 39,K. Srinivasan,K. Srinivasan,Software Engineering,Software Engineering,MIT Press,2026,2026,"Testing Software Engineering: Project Management Casebook 39 is designed for college library users studying Software Engineering. It explains requirements, design patterns, and testing with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Software Engineering; project management; requirements; design patterns; testing; DevOps; project management,English,Available,Available,5,5,6,6,13,,,E-05-5,E-05-5,0.93,Intermediate,CSE students; software engineers; project teams,Introduction to Software Engineering; Core concepts in project management; Tools and methods for design patterns; Solved examples; Mini project and assessment questions,3.8,5918,books.csv,"Testing Software Engineering: Project Management Casebook 39 K. Srinivasan Software Engineering Testing Software Engineering: Project Management Casebook 39 is designed for college library users studying Software Engineering. It explains requirements, design patterns, and testing with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Software Engineering; project management; requirements; design patterns; testing; DevOps; project management","Testing Software Engineering: Project Management Casebook 39 K. Srinivasan Software Engineering Testing Software Engineering: Project Management Casebook 39 is designed for college library users studying Software Engineering. It explains requirements, design patterns, and testing with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Software Engineering; project management; requirements; design patterns; testing; DevOps; project management"
9789310000845,9789310000845,8100000845,Cloud Cloud Computing: Virtualization Casebook 39,Priya Menon,Priya Menon,Cloud Computing,Cloud Computing,O'Reilly Media,2014,2014,"Cloud Cloud Computing: Virtualization Casebook 39 is designed for college library users studying Cloud Computing. It explains virtualization, containers, and Kubernetes with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Cloud Computing; virtualization; virtualization; containers; Kubernetes; AWS; microservices,English,Available,Available,6,6,7,7,1,,,F-06-6,F-06-6,0.55,Beginner,cloud engineers; CSE students; DevOps learners,Introduction to Cloud Computing; Core concepts in virtualization; Tools and methods for containers; Solved examples; Mini project and assessment questions,4.5,6015,books.csv,"Cloud Cloud Computing: Virtualization Casebook 39 Priya Menon Cloud Computing Cloud Cloud Computing: Virtualization Casebook 39 is designed for college library users studying Cloud Computing. It explains virtualization, containers, and Kubernetes with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Cloud Computing; virtualization; virtualization; containers; Kubernetes; AWS; microservices","Cloud Cloud Computing: Virtualization Casebook 39 Priya Menon Cloud Computing Cloud Cloud Computing: Virtualization Casebook 39 is designed for college library users studying Cloud Computing. It explains virtualization, containers, and Kubernetes with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Cloud Computing; virtualization; virtualization; containers; Kubernetes; AWS; microservices"
9789310000846,9789310000846,8100000846,Discrete Mathematics: Linear Algebra Casebook 39,Daniel Roberts,Daniel Roberts,Mathematics,Mathematics,Springer,2015,2015,"Discrete Mathematics: Linear Algebra Casebook 39 is designed for college library users studying Mathematics. It explains calculus, linear algebra, and probability with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Mathematics; linear algebra; calculus; linear algebra; probability; discrete math; optimization,English,Available,Available,7,7,8,8,2,,,A-07-7,A-07-7,0.72,Intermediate,engineering students; CSE students; exam preparation students,Introduction to Mathematics; Core concepts in linear algebra; Tools and methods for linear algebra; Solved examples; Mini project and assessment questions,3.6,6112,books.csv,"Discrete Mathematics: Linear Algebra Casebook 39 Daniel Roberts Mathematics Discrete Mathematics: Linear Algebra Casebook 39 is designed for college library users studying Mathematics. It explains calculus, linear algebra, and probability with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Mathematics; linear algebra; calculus; linear algebra; probability; discrete math; optimization","Discrete Mathematics: Linear Algebra Casebook 39 Daniel Roberts Mathematics Discrete Mathematics: Linear Algebra Casebook 39 is designed for college library users studying Mathematics. It explains calculus, linear algebra, and probability with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Mathematics; linear algebra; calculus; linear algebra; probability; discrete math; optimization"
9789310000847,9789310000847,8100000847,Applied Physics: Electricity Casebook 39,Nisha Verma,Nisha Verma,Physics,Physics,Wiley,2016,2016,"Applied Physics: Electricity Casebook 39 is designed for college library users studying Physics. It explains mechanics, optics, and electricity with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Physics; electricity; mechanics; optics; electricity; magnetism; quantum physics,English,Borrowed,Borrowed,0,0,9,9,11,2026-06-21,2026-06-21,B-08-8,B-08-8,0.89,Intermediate,engineering students; physics students; first-year students,Introduction to Physics; Core concepts in electricity; Tools and methods for optics; Solved examples; Mini project and assessment questions,4.3,6209,books.csv,"Applied Physics: Electricity Casebook 39 Nisha Verma Physics Applied Physics: Electricity Casebook 39 is designed for college library users studying Physics. It explains mechanics, optics, and electricity with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Physics; electricity; mechanics; optics; electricity; magnetism; quantum physics","Applied Physics: Electricity Casebook 39 Nisha Verma Physics Applied Physics: Electricity Casebook 39 is designed for college library users studying Physics. It explains mechanics, optics, and electricity with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Physics; electricity; mechanics; optics; electricity; magnetism; quantum physics"
9789310000848,9789310000848,8100000848,Applied Chemistry: Materials Casebook 39,Arun Patel,Arun Patel,Chemistry,Chemistry,Apress,2017,2017,"Applied Chemistry: Materials Casebook 39 is designed for college library users studying Chemistry. It explains chemical bonding, thermodynamics, and polymers with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Chemistry; materials; chemical bonding; thermodynamics; polymers; materials; environment,English,Available,Available,1,1,2,2,4,,,C-09-1,C-09-1,0.51,Intermediate,engineering students; chemistry students; first-year students,Introduction to Chemistry; Core concepts in materials; Tools and methods for thermodynamics; Solved examples; Mini project and assessment questions,3.4,6306,books.csv,"Applied Chemistry: Materials Casebook 39 Arun Patel Chemistry Applied Chemistry: Materials Casebook 39 is designed for college library users studying Chemistry. It explains chemical bonding, thermodynamics, and polymers with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Chemistry; materials; chemical bonding; thermodynamics; polymers; materials; environment","Applied Chemistry: Materials Casebook 39 Arun Patel Chemistry Applied Chemistry: Materials Casebook 39 is designed for college library users studying Chemistry. It explains chemical bonding, thermodynamics, and polymers with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Chemistry; materials; chemical bonding; thermodynamics; polymers; materials; environment"
9789310000849,9789310000849,8100000849,Electronic Electronics: Embedded Systems Casebook 39,Leena Thomas,Leena Thomas,Electronics,Electronics,PHI Learning,2018,2018,"Electronic Electronics: Embedded Systems Casebook 39 is designed for college library users studying Electronics. It explains circuits, signals, and microcontrollers with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Electronics; embedded systems; circuits; signals; microcontrollers; VLSI; embedded systems,English,Available,Available,1,1,3,3,6,,,D-10-2,D-10-2,0.68,Intermediate,ECE students; embedded engineers; electronics students,Introduction to Electronics; Core concepts in embedded systems; Tools and methods for signals; Solved examples; Mini project and assessment questions,4.1,6403,books.csv,"Electronic Electronics: Embedded Systems Casebook 39 Leena Thomas Electronics Electronic Electronics: Embedded Systems Casebook 39 is designed for college library users studying Electronics. It explains circuits, signals, and microcontrollers with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Electronics; embedded systems; circuits; signals; microcontrollers; VLSI; embedded systems","Electronic Electronics: Embedded Systems Casebook 39 Leena Thomas Electronics Electronic Electronics: Embedded Systems Casebook 39 is designed for college library users studying Electronics. It explains circuits, signals, and microcontrollers with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Electronics; embedded systems; circuits; signals; microcontrollers; VLSI; embedded systems"
9789310000850,9789310000850,8100000850,Electrical Electrical Engineering: Power Systems Casebook 39,A. Sharma,A. Sharma,Electrical Engineering,Electrical Engineering,Pearson,2019,2019,"Electrical Electrical Engineering: Power Systems Casebook 39 is designed for college library users studying Electrical Engineering. It explains power systems, control systems, and machines with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Electrical Engineering; power systems; power systems; control systems; machines; circuits; renewable energy,English,Available,Available,3,3,4,4,6,,,E-11-3,E-11-3,0.85,Beginner,EEE students; electrical engineers; engineering students,Introduction to Electrical Engineering; Core concepts in power systems; Tools and methods for control systems; Solved examples; Mini project and assessment questions,4.8,6500,books.csv,"Electrical Electrical Engineering: Power Systems Casebook 39 A. Sharma Electrical Engineering Electrical Electrical Engineering: Power Systems Casebook 39 is designed for college library users studying Electrical Engineering. It explains power systems, control systems, and machines with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Electrical Engineering; power systems; power systems; control systems; machines; circuits; renewable energy","Electrical Electrical Engineering: Power Systems Casebook 39 A. Sharma Electrical Engineering Electrical Electrical Engineering: Power Systems Casebook 39 is designed for college library users studying Electrical Engineering. It explains power systems, control systems, and machines with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Electrical Engineering; power systems; power systems; control systems; machines; circuits; renewable energy"
9789310000851,9789310000851,8100000851,Thermal Mechanical Engineering: Fluid Mechanics Casebook 39,R. Kumar,R. Kumar,Mechanical Engineering,Mechanical Engineering,McGraw Hill,2020,2020,"Thermal Mechanical Engineering: Fluid Mechanics Casebook 39 is designed for college library users studying Mechanical Engineering. It explains thermodynamics, fluid mechanics, and machine design with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Mechanical Engineering; fluid mechanics; thermodynamics; fluid mechanics; machine design; manufacturing; CAD,English,Available,Available,2,2,5,5,9,,,F-12-4,F-12-4,0.47,Intermediate,mechanical students; design engineers; production engineers,Introduction to Mechanical Engineering; Core concepts in fluid mechanics; Tools and methods for fluid mechanics; Solved examples; Mini project and assessment questions,3.9,6597,books.csv,"Thermal Mechanical Engineering: Fluid Mechanics Casebook 39 R. Kumar Mechanical Engineering Thermal Mechanical Engineering: Fluid Mechanics Casebook 39 is designed for college library users studying Mechanical Engineering. It explains thermodynamics, fluid mechanics, and machine design with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Mechanical Engineering; fluid mechanics; thermodynamics; fluid mechanics; machine design; manufacturing; CAD","Thermal Mechanical Engineering: Fluid Mechanics Casebook 39 R. Kumar Mechanical Engineering Thermal Mechanical Engineering: Fluid Mechanics Casebook 39 is designed for college library users studying Mechanical Engineering. It explains thermodynamics, fluid mechanics, and machine design with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Mechanical Engineering; fluid mechanics; thermodynamics; fluid mechanics; machine design; manufacturing; CAD"
9789310000852,9789310000852,8100000852,Geotechnical Civil Engineering: Soil Mechanics Casebook 39,S. Iyer,S. Iyer,Civil Engineering,Civil Engineering,Oxford University Press,2021,2021,"Geotechnical Civil Engineering: Soil Mechanics Casebook 39 is designed for college library users studying Civil Engineering. It explains structures, concrete, and soil mechanics with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Civil Engineering; soil mechanics; structures; concrete; soil mechanics; surveying; construction management,English,Available,Available,1,1,6,6,12,,,A-13-5,A-13-5,0.64,Intermediate,civil students; site engineers; structural engineers,Introduction to Civil Engineering; Core concepts in soil mechanics; Tools and methods for concrete; Solved examples; Mini project and assessment questions,4.6,6694,books.csv,"Geotechnical Civil Engineering: Soil Mechanics Casebook 39 S. Iyer Civil Engineering Geotechnical Civil Engineering: Soil Mechanics Casebook 39 is designed for college library users studying Civil Engineering. It explains structures, concrete, and soil mechanics with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Civil Engineering; soil mechanics; structures; concrete; soil mechanics; surveying; construction management","Geotechnical Civil Engineering: Soil Mechanics Casebook 39 S. Iyer Civil Engineering Geotechnical Civil Engineering: Soil Mechanics Casebook 39 is designed for college library users studying Civil Engineering. It explains structures, concrete, and soil mechanics with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Civil Engineering; soil mechanics; structures; concrete; soil mechanics; surveying; construction management"
9789310000853,9789310000853,8100000853,Marketing MBA: Operations Casebook 39,Meera Nair,Meera Nair,MBA,MBA,Cambridge University Press,2022,2022,"Marketing MBA: Operations Casebook 39 is designed for college library users studying MBA. It explains management, marketing, and finance with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",MBA; operations; management; marketing; finance; operations; strategy,English,Available,Available,7,7,7,7,8,,,B-14-6,B-14-6,0.81,Intermediate,MBA students; managers; entrepreneurs,Introduction to MBA; Core concepts in operations; Tools and methods for marketing; Solved examples; Mini project and assessment questions,3.7,6791,books.csv,"Marketing MBA: Operations Casebook 39 Meera Nair MBA Marketing MBA: Operations Casebook 39 is designed for college library users studying MBA. It explains management, marketing, and finance with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. MBA; operations; management; marketing; finance; operations; strategy","Marketing MBA: Operations Casebook 39 Meera Nair MBA Marketing MBA: Operations Casebook 39 is designed for college library users studying MBA. It explains management, marketing, and finance with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. MBA; operations; management; marketing; finance; operations; strategy"
9789310000854,9789310000854,8100000854,Applied Economics: Development Casebook 39,K. Srinivasan,K. Srinivasan,Economics,Economics,MIT Press,2023,2023,"Applied Economics: Development Casebook 39 is designed for college library users studying Economics. It explains microeconomics, macroeconomics, and markets with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Economics; development; microeconomics; macroeconomics; markets; policy; development,English,Borrowed,Borrowed,0,0,8,8,17,2026-06-28,2026-06-28,C-15-7,C-15-7,0.98,Intermediate,commerce students; MBA students; economics students,Introduction to Economics; Core concepts in development; Tools and methods for macroeconomics; Solved examples; Mini project and assessment questions,4.4,6888,books.csv,"Applied Economics: Development Casebook 39 K. Srinivasan Economics Applied Economics: Development Casebook 39 is designed for college library users studying Economics. It explains microeconomics, macroeconomics, and markets with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Economics; development; microeconomics; macroeconomics; markets; policy; development","Applied Economics: Development Casebook 39 K. Srinivasan Economics Applied Economics: Development Casebook 39 is designed for college library users studying Economics. It explains microeconomics, macroeconomics, and markets with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Economics; development; microeconomics; macroeconomics; markets; policy; development"
9789310000855,9789310000855,8100000855,Technical Communication Skills: Presentation Casebook 39,Priya Menon,Priya Menon,Communication Skills,Communication Skills,O'Reilly Media,2024,2024,"Technical Communication Skills: Presentation Casebook 39 is designed for college library users studying Communication Skills. It explains presentation, writing, and interviews with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Communication Skills; presentation; presentation; writing; interviews; group discussion; reports,English,Available,Available,1,1,9,9,18,,,D-16-8,D-16-8,0.6,Beginner,all college students; placement students; first-year students,Introduction to Communication Skills; Core concepts in presentation; Tools and methods for writing; Solved examples; Mini project and assessment questions,3.5,6985,books.csv,"Technical Communication Skills: Presentation Casebook 39 Priya Menon Communication Skills Technical Communication Skills: Presentation Casebook 39 is designed for college library users studying Communication Skills. It explains presentation, writing, and interviews with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Communication Skills; presentation; presentation; writing; interviews; group discussion; reports","Technical Communication Skills: Presentation Casebook 39 Priya Menon Communication Skills Technical Communication Skills: Presentation Casebook 39 is designed for college library users studying Communication Skills. It explains presentation, writing, and interviews with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Communication Skills; presentation; presentation; writing; interviews; group discussion; reports"
9789310000856,9789310000856,8100000856,Academic Research Methodology: Methodology Casebook 39,Daniel Roberts,Daniel Roberts,Research Methodology,Research Methodology,Springer,2025,2025,"Academic Research Methodology: Methodology Casebook 39 is designed for college library users studying Research Methodology. It explains literature review, methodology, and citations with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Research Methodology; methodology; literature review; methodology; citations; survey design; data collection,English,Available,Available,1,1,2,2,12,,,E-17-1,E-17-1,0.77,Intermediate,final-year students; research students; faculty,Introduction to Research Methodology; Core concepts in methodology; Tools and methods for methodology; Solved examples; Mini project and assessment questions,4.2,7082,books.csv,"Academic Research Methodology: Methodology Casebook 39 Daniel Roberts Research Methodology Academic Research Methodology: Methodology Casebook 39 is designed for college library users studying Research Methodology. It explains literature review, methodology, and citations with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Research Methodology; methodology; literature review; methodology; citations; survey design; data collection","Academic Research Methodology: Methodology Casebook 39 Daniel Roberts Research Methodology Academic Research Methodology: Methodology Casebook 39 is designed for college library users studying Research Methodology. It explains literature review, methodology, and citations with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Research Methodology; methodology; literature review; methodology; citations; survey design; data collection"
9789310000857,9789310000857,8100000857,Climate Environmental Science: Climate Change Casebook 39,Nisha Verma,Nisha Verma,Environmental Science,Environmental Science,Wiley,2026,2026,"Climate Environmental Science: Climate Change Casebook 39 is designed for college library users studying Environmental Science. It explains sustainability, pollution, and climate change with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Environmental Science; climate change; sustainability; pollution; climate change; biodiversity; waste management,English,Available,Available,3,3,3,3,12,,,F-18-2,F-18-2,0.94,Intermediate,all college students; environmental science students; project teams,Introduction to Environmental Science; Core concepts in climate change; Tools and methods for pollution; Solved examples; Mini project and assessment questions,4.9,7179,books.csv,"Climate Environmental Science: Climate Change Casebook 39 Nisha Verma Environmental Science Climate Environmental Science: Climate Change Casebook 39 is designed for college library users studying Environmental Science. It explains sustainability, pollution, and climate change with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Environmental Science; climate change; sustainability; pollution; climate change; biodiversity; waste management","Climate Environmental Science: Climate Change Casebook 39 Nisha Verma Environmental Science Climate Environmental Science: Climate Change Casebook 39 is designed for college library users studying Environmental Science. It explains sustainability, pollution, and climate change with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Environmental Science; climate change; sustainability; pollution; climate change; biodiversity; waste management"
9789310000858,9789310000858,8100000858,Advanced Artificial Intelligence: Ai Casebook 40,Arun Patel,Arun Patel,Artificial Intelligence,Artificial Intelligence,Apress,2014,2014,"Advanced Artificial Intelligence: Ai Casebook 40 is designed for college library users studying Artificial Intelligence. It explains AI, machine learning, and neural networks with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Artificial Intelligence; AI; AI; machine learning; neural networks; search; knowledge representation; NLP,English,Available,Available,3,3,4,4,1,,,A-19-3,A-19-3,0.56,Advanced,CSE students; AI engineers; ML students,Introduction to Artificial Intelligence; Core concepts in AI; Tools and methods for machine learning; Solved examples; Mini project and assessment questions,4.0,7276,books.csv,"Advanced Artificial Intelligence: Ai Casebook 40 Arun Patel Artificial Intelligence Advanced Artificial Intelligence: Ai Casebook 40 is designed for college library users studying Artificial Intelligence. It explains AI, machine learning, and neural networks with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Artificial Intelligence; AI; AI; machine learning; neural networks; search; knowledge representation; NLP","Advanced Artificial Intelligence: Ai Casebook 40 Arun Patel Artificial Intelligence Advanced Artificial Intelligence: Ai Casebook 40 is designed for college library users studying Artificial Intelligence. It explains AI, machine learning, and neural networks with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Artificial Intelligence; AI; AI; machine learning; neural networks; search; knowledge representation; NLP"
9789310000859,9789310000859,8100000859,Production Machine Learning: Python Casebook 40,Leena Thomas,Leena Thomas,Machine Learning,Machine Learning,PHI Learning,2015,2015,"Production Machine Learning: Python Casebook 40 is designed for college library users studying Machine Learning. It explains supervised learning, unsupervised learning, and model evaluation with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Machine Learning; Python; supervised learning; unsupervised learning; model evaluation; feature engineering; Python,English,Available,Available,5,5,5,5,1,,,B-20-4,B-20-4,0.73,Intermediate,ML students; data science students; AI engineers,Introduction to Machine Learning; Core concepts in Python; Tools and methods for unsupervised learning; Solved examples; Mini project and assessment questions,4.7,7373,books.csv,"Production Machine Learning: Python Casebook 40 Leena Thomas Machine Learning Production Machine Learning: Python Casebook 40 is designed for college library users studying Machine Learning. It explains supervised learning, unsupervised learning, and model evaluation with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Machine Learning; Python; supervised learning; unsupervised learning; model evaluation; feature engineering; Python","Production Machine Learning: Python Casebook 40 Leena Thomas Machine Learning Production Machine Learning: Python Casebook 40 is designed for college library users studying Machine Learning. It explains supervised learning, unsupervised learning, and model evaluation with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Machine Learning; Python; supervised learning; unsupervised learning; model evaluation; feature engineering; Python"
9789310000860,9789310000860,8100000860,Data-Driven Data Science: Statistics Casebook 40,A. Sharma,A. Sharma,Data Science,Data Science,Pearson,2016,2016,"Data-Driven Data Science: Statistics Casebook 40 is designed for college library users studying Data Science. It explains statistics, data analysis, and visualization with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Data Science; statistics; statistics; data analysis; visualization; data cleaning; predictive modeling,English,Available,Available,3,3,6,6,5,,,C-21-5,C-21-5,0.9,Beginner,data science students; analysts; research students,Introduction to Data Science; Core concepts in statistics; Tools and methods for data analysis; Solved examples; Mini project and assessment questions,3.8,7470,books.csv,"Data-Driven Data Science: Statistics Casebook 40 A. Sharma Data Science Data-Driven Data Science: Statistics Casebook 40 is designed for college library users studying Data Science. It explains statistics, data analysis, and visualization with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Data Science; statistics; statistics; data analysis; visualization; data cleaning; predictive modeling","Data-Driven Data Science: Statistics Casebook 40 A. Sharma Data Science Data-Driven Data Science: Statistics Casebook 40 is designed for college library users studying Data Science. It explains statistics, data analysis, and visualization with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Data Science; statistics; statistics; data analysis; visualization; data cleaning; predictive modeling"
9789310000861,9789310000861,8100000861,Professional Programming: Oop Casebook 40,R. Kumar,R. Kumar,Programming,Programming,McGraw Hill,2017,2017,"Professional Programming: Oop Casebook 40 is designed for college library users studying Programming. It explains Python, Java, and C++ with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference.",Programming; OOP; Python; Java; C++; OOP; debugging; software design,English,Borrowed,Borrowed,0,0,7,7,10,2026-06-14,2026-06-14,D-22-6,D-22-6,0.52,Intermediate,first-year students; CSE students; programming beginners,Introduction to Programming; Core concepts in OOP; Tools and methods for Java; Solved examples; Mini project and assessment questions,4.5,7567,books.csv,"Professional Programming: Oop Casebook 40 R. Kumar Programming Professional Programming: Oop Casebook 40 is designed for college library users studying Programming. It explains Python, Java, and C++ with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Programming; OOP; Python; Java; C++; OOP; debugging; software design","Professional Programming: Oop Casebook 40 R. Kumar Programming Professional Programming: Oop Casebook 40 is designed for college library users studying Programming. It explains Python, Java, and C++ with examples, exercises, and project-oriented cases. The book is useful for semester study, lab preparation, interviews, and capstone project reference. Programming; OOP; Python; Java; C++; OOP; debugging; software design"
